Cliente,TiempoLLave,TiempoActualizacionCliente1,958,213
Cliente1,15,216
Cliente1,14,217
Cliente1,15,213
Cliente1,13,214
Cliente1,17,211
Cliente1,13,234
Cliente1,13,211
Cliente1,14,213
Cliente1,14,206
Cliente1,18,203
Cliente1,10,213
Cliente1,10,254
Cliente1,16,255
Cliente1,12,256
Cliente1,13,208
Cliente1,12,206
Cliente1,13,211
Cliente1,13,215
Cliente1,6,206
Cliente1,5,202
Cliente1,7,209
Cliente1,6,218
Cliente1,6,279
Cliente1,13,212
Cliente1,12,217
Cliente1,11,223
Cliente1,8,208
Cliente1,8,219
Cliente1,12,252
Cliente1,13,285
Cliente1,14,230
Cliente1,15,211
Cliente1,14,294
Cliente1,13,280
Cliente1,12,211
Cliente1,12,217
Cliente1,6,199
Cliente1,5,294
Cliente1,5,275
Cliente1,11,234
Cliente1,12,248
Cliente1,13,211
Cliente1,11,210
Cliente1,27,275
Cliente1,7,234
Cliente1,5,289
Cliente1,12,255
Cliente1,13,224
Cliente1,14,272
Cliente1,12,209
Cliente1,12,209
Cliente1,13,281
Cliente1,16,206
Cliente1,14,228
Cliente1,13,215
Cliente1,12,294
Cliente1,14,208
Cliente1,12,205
Cliente1,6,205
Cliente1,6,211
Cliente1,6,292
Cliente1,13,204
Cliente1,11,217
Cliente1,12,208
Cliente1,13,227
Cliente1,12,228
Cliente1,13,209
Cliente1,13,295
Cliente1,12,210
Cliente1,12,207
Cliente1,12,209
Cliente1,13,209
Cliente1,11,212
Cliente1,9,248
Cliente1,8,293
Cliente1,15,229
Cliente1,12,210
Cliente1,13,255
Cliente1,12,207
Cliente1,6,243
Cliente1,13,275
Cliente1,14,272
Cliente1,12,288
Cliente1,13,202
Cliente1,16,208
Cliente1,16,215
Cliente1,10,258
Cliente1,10,211
Cliente1,11,278
Cliente1,5,214
Cliente1,13,237
Cliente1,12,225
Cliente1,12,278
Cliente1,12,222
Cliente1,11,203
Cliente1,11,224
Cliente1,20,254
Cliente1,12,291
Cliente1,43,232
Cliente1,12,212
Cliente1,12,239
Cliente1,12,212
Cliente1,12,203
Cliente1,12,207
Cliente1,6,304
Cliente1,6,243
Cliente1,5,261
Cliente1,12,294
Cliente1,13,208
Cliente1,12,201
Cliente1,12,214
Cliente1,12,284
Cliente1,12,203
Cliente1,12,284
Cliente1,15,298
Cliente1,12,261
Cliente1,11,265
Cliente1,12,298
Cliente1,13,282
Cliente1,14,207
Cliente1,14,211
Cliente1,8,217
Cliente9,14,243
Cliente1,13,206
Cliente9,13,213
Cliente9,12,268
Cliente9,13,262
Cliente8,12,212
Cliente9,13,230
Cliente9,13,211
Cliente9,14,215
Cliente9,26,203
Cliente9,12,211
Cliente9,10,212
Cliente9,13,206
Cliente9,13,210
Cliente9,17,221
Cliente9,14,221
Cliente9,20,300
Cliente9,12,217
Cliente9,13,209
Cliente9,12,212
Cliente9,12,206
Cliente9,6,240
Cliente9,6,303
Cliente9,13,233
Cliente9,13,202
Cliente9,11,203
Cliente9,25,224
Cliente9,13,212
Cliente9,6,221
Cliente9,5,215
Cliente9,15,202
Cliente9,13,275
Cliente9,12,216
Cliente9,12,210
Cliente9,6,299
Cliente9,5,205
Cliente9,6,296
Cliente9,7,224
Cliente9,5,218
Cliente9,13,211
Cliente9,11,203
Cliente9,13,207
Cliente9,5,199
Cliente9,5,299
Cliente9,5,278
Cliente9,8,244
Cliente9,11,216
Cliente9,16,299
Cliente9,13,227
Cliente9,13,213
Cliente9,12,205
Cliente9,6,245
Cliente9,13,282
Cliente9,12,206
Cliente9,10,218
Cliente9,10,292
Cliente9,10,217
Cliente9,12,229
Cliente9,12,213
Cliente9,12,207
Cliente9,5,210
Cliente10,12,230
Cliente10,13,250
Cliente10,12,305
Cliente9,13,283
Cliente9,12,207
Cliente10,10,244
Cliente10,5,224
Cliente10,5,212
Cliente10,5,200
Cliente10,12,210
Cliente10,12,202
Cliente10,13,210
Cliente10,5,238
Cliente10,12,262
Cliente10,13,258
Cliente10,18,205
Cliente10,15,236
Cliente10,13,204
Cliente10,6,218
Cliente10,11,290
Cliente10,12,298
Cliente10,11,279
Cliente10,14,205
Cliente10,12,209
Cliente10,6,210
Cliente10,6,218
Cliente10,5,279
Cliente10,14,204
Cliente10,16,201
Cliente10,14,254
Cliente10,14,237
Cliente10,12,202
Cliente11,12,223
Cliente10,13,300
Cliente10,13,208
Cliente10,12,298
Cliente11,14,211
Cliente11,11,212
Cliente11,13,215
Cliente12,12,206
Cliente12,14,213
Cliente12,13,201
Cliente17,12,212
Cliente17,10,302
Cliente17,12,216
Cliente17,21,211
Cliente17,13,204
Cliente17,11,213
Cliente17,13,207
Cliente17,13,205
Cliente17,13,208
Cliente17,12,206
Cliente17,9,215
Cliente17,11,218
Cliente17,12,212
Cliente17,15,208
Cliente17,12,223
Cliente17,13,270
Cliente17,13,217
Cliente17,13,211
Cliente17,12,219
Cliente17,13,205
Cliente17,13,304
Cliente17,11,213
Cliente17,12,215
Cliente17,10,213
Cliente17,22,287
Cliente17,13,301
Cliente17,5,212
Cliente17,5,225
Cliente17,13,292
Cliente17,11,242
Cliente17,12,203
Cliente17,13,209
Cliente17,13,207
