Cliente,TiempoLLave,TiempoActualizacion
Cliente9,13,202
Cliente10,12,297
Cliente10,13,225
Cliente10,13,199
Cliente10,11,251
Cliente10,15,300
Cliente10,13,296
Cliente10,13,263
Cliente10,20,252
Cliente10,15,225
Cliente10,8,297
Cliente10,15,210
Cliente10,17,200
Cliente10,10,207
Cliente11,12,209
Cliente11,10,210
Cliente11,7,213
Cliente11,13,218
Cliente11,17,207
Cliente11,12,219
Cliente12,18,303
Cliente11,14,234
Cliente12,13,211
Cliente12,12,210
Cliente12,21,214
Cliente13,12,221
Cliente13,7,215
Cliente13,14,208
Cliente13,14,249
Cliente13,14,203
Cliente13,12,280
Cliente13,21,209
Cliente13,12,210
Cliente13,5,245
Cliente13,12,285
Cliente13,22,203
Cliente13,17,200
Cliente13,30,210
Cliente13,15,226
Cliente13,15,212
Cliente13,6,228
Cliente13,6,217
Cliente13,5,238
Cliente13,5,282
Cliente13,6,291
Cliente13,5,268
Cliente13,13,212
Cliente13,12,216
Cliente13,11,216
Cliente13,6,294
Cliente13,6,227
Cliente13,13,297
Cliente13,13,232
Cliente13,13,274
Cliente13,12,203
Cliente13,11,280
Cliente13,11,228
Cliente13,5,200
Cliente13,37,280
Cliente14,13,219
Cliente13,12,258
Cliente13,13,301
Cliente14,12,269
Cliente14,12,300
Cliente14,13,217
Cliente14,5,251
Cliente14,12,237
Cliente14,13,303
Cliente14,13,303
Cliente14,12,200
Cliente14,16,208
Cliente14,13,299
Cliente14,5,216
Cliente14,5,276
Cliente14,5,285
Cliente14,12,276
Cliente14,13,276
Cliente14,13,207
Cliente14,12,220
Cliente14,5,210
Cliente14,6,211
Cliente14,6,307
Cliente14,11,216
Cliente14,10,224
Cliente14,10,288
Cliente14,10,223
Cliente14,12,214
Cliente15,11,233
Cliente16,11,210
Cliente15,101,289
Cliente15,13,209
Cliente16,14,208
Cliente16,12,357
Cliente15,13,307
Cliente16,13,203
Cliente16,6,305
Cliente16,6,215
Cliente16,6,284
Cliente16,6,211
Cliente16,5,205
Cliente16,8,223
Cliente16,13,205
Cliente16,12,211
Cliente16,12,206
Cliente16,6,227
Cliente16,6,244
Cliente16,6,306
Cliente16,17,291
Cliente16,16,292
Cliente16,13,214
Cliente16,11,215
Cliente16,11,210
Cliente16,9,265
Cliente16,9,273
Cliente16,12,213
Cliente16,13,252
Cliente18,12,212
Cliente16,13,211
Cliente19,5,277
Cliente19,16,270
Cliente19,16,270
Cliente19,18,224
Cliente19,25,224
Cliente19,12,217
Cliente19,15,213
Cliente19,6,277
Cliente19,10,213
Cliente19,6,304
Cliente19,17,232
Cliente19,13,226
Cliente19,12,213
Cliente19,13,219
Cliente19,11,219
Cliente19,31,273
Cliente19,28,221
Cliente19,14,231
Cliente19,20,233
Cliente19,14,213
Cliente19,21,247
Cliente19,14,220
Cliente19,14,298
Cliente19,10,246
Cliente19,13,214
Cliente19,13,236
Cliente19,16,289
Cliente19,13,284
Cliente19,17,220
Cliente19,6,205
Cliente19,5,219
Cliente19,5,256
Cliente19,5,250
Cliente19,7,289
Cliente19,13,219
Cliente19,13,241
Cliente19,13,204
Cliente20,8,256
Cliente20,11,223
Cliente20,11,266
Cliente20,13,231
Cliente20,22,210
Cliente19,12,307
Cliente20,12,208
Cliente20,10,206
Cliente20,11,213
Cliente20,12,208
Cliente20,11,208
Cliente20,9,213
Cliente20,13,211
Cliente20,14,211
Cliente21,13,213
Cliente20,13,286
Cliente21,12,208
Cliente21,9,212
Cliente21,16,277
Cliente21,12,296
Cliente21,12,252
Cliente21,14,219
Cliente21,10,211
Cliente21,12,215
