Cliente,TiempoLLave,TiempoActualizacion
Cliente11,0,218
Cliente15,0,250
Cliente11,15,219
Cliente11,15,204
Cliente15,16,228
Cliente17,0,306
Cliente16,16,213
Cliente17,16,203
Cliente17,16,202
Cliente17,15,282
Cliente17,15,281
Cliente18,15,219
Cliente17,1,234
Cliente18,0,219
Cliente18,15,210
Cliente18,0,219
Cliente18,0,220
Cliente18,0,218
Cliente17,16,218
Cliente18,1,292
Cliente18,0,234
Cliente18,1,329
Cliente18,15,203
Cliente18,16,253
Cliente18,16,234
Cliente18,16,203
Cliente18,16,235
Cliente18,0,235
Cliente18,15,297
Cliente19,0,203
Cliente19,15,203
Cliente19,16,203
Cliente19,1,311
Cliente19,16,233
Cliente19,1,295
Cliente19,0,219
Cliente19,0,218
Cliente19,16,218
Cliente20,15,234
Cliente20,0,281
Cliente20,0,266
Cliente19,16,218
Cliente20,0,224
Cliente20,16,209
Cliente20,0,218
Cliente20,0,281
Cliente20,16,218
Cliente20,16,203
Cliente20,16,280
Cliente21,0,234
Cliente20,15,219
Cliente21,1,281
Cliente21,0,219
Cliente21,15,238
Cliente21,16,254
Cliente21,16,203
Cliente21,15,281
Cliente21,16,287
Cliente22,15,210
Cliente23,0,210
Cliente22,0,210
Cliente23,16,203
Cliente24,0,204
Cliente22,15,299
Cliente25,0,234
Cliente27,16,229
Cliente26,1,292
Cliente26,16,276
Cliente26,16,203
Cliente24,16,218
Cliente26,15,203
Cliente27,0,197
Cliente27,16,203
Cliente28,16,203
Cliente29,0,196
Cliente29,15,227
Cliente29,31,219
Cliente29,15,219
Cliente29,1,219
Cliente29,0,218
Cliente29,16,202
Cliente30,16,204
Cliente30,16,202
Cliente30,15,207
Cliente30,16,218
Cliente30,16,210
Cliente30,16,203
Cliente30,16,204
Cliente31,0,220
Cliente31,16,212
Cliente32,16,298
Cliente32,16,250
Cliente32,16,282
Cliente33,16,258
Cliente32,0,218
Cliente33,0,250
Cliente33,16,234
Cliente33,15,203
Cliente32,15,203
Cliente33,16,296
Cliente33,0,203
Cliente33,0,313
Cliente33,0,267
Cliente33,0,281
Cliente33,0,313
Cliente33,0,282
Cliente33,16,218
Cliente33,0,249
Cliente33,16,265
Cliente34,0,297
Cliente34,0,312
Cliente34,15,222
Cliente34,0,253
Cliente34,15,237
Cliente34,16,218
Cliente34,0,218
Cliente34,0,202
Cliente34,16,203
Cliente35,0,228
Cliente35,15,219
Cliente35,0,218
Cliente34,0,203
Cliente35,0,219
Cliente35,0,203
Cliente35,0,250
Cliente35,0,281
Cliente35,0,234
Cliente35,0,296
Cliente35,0,296
Cliente35,0,198
Cliente35,0,271
Cliente35,20,317
Cliente35,0,281
Cliente36,0,192
Cliente35,0,222
Cliente36,12,310
Cliente37,0,219
Cliente36,0,203
Cliente37,0,266
Cliente38,1,219
Cliente37,0,267
Cliente36,16,203
Cliente38,0,218
Cliente38,0,218
Cliente38,0,221
Cliente38,15,203
Cliente38,16,296
Cliente38,16,218
Cliente38,16,296
Cliente38,15,220
Cliente38,16,218
Cliente38,1,297
Cliente38,16,203
Cliente38,15,219
Cliente38,1,281
Cliente38,16,296
Cliente38,15,219
Cliente39,15,234
Cliente39,15,219
Cliente39,0,219
Cliente39,0,218
Cliente39,16,202
Cliente41,0,203
Cliente39,16,281
Cliente40,0,219
Cliente39,16,202
Cliente41,0,203
Cliente41,0,204
Cliente41,0,266
Cliente41,16,218
Cliente41,0,203
Cliente41,16,215
