Cliente,TiempoLLave,TiempoActualizacion
Cliente1,15,219
Cliente1,16,218
Cliente1,16,330
Cliente1,0,297
Cliente1,16,218
Cliente1,31,250
Cliente1,0,220
Cliente1,16,201
Cliente1,15,279
Cliente1,1,247
Cliente1,12,296
Cliente1,31,234
Cliente1,0,204
Cliente1,0,284
Cliente1,0,250
Cliente1,16,249
Cliente1,0,234
Cliente1,16,250
Cliente1,16,218
Cliente1,16,281
Cliente1,0,276
Cliente1,15,203
Cliente1,0,218
Cliente1,0,204
Cliente1,0,297
Cliente1,0,298
Cliente1,0,204
Cliente1,0,267
Cliente1,0,267
Cliente1,16,203
Cliente1,0,298
Cliente1,0,211
Cliente1,16,203
Cliente1,38,297
Cliente9,16,203
Cliente9,15,219
Cliente9,0,218
Cliente9,16,203
Cliente9,0,204
Cliente9,15,220
Cliente9,16,218
Cliente9,0,234
Cliente9,15,204
Cliente9,15,203
Cliente9,31,265
Cliente9,1,312
Cliente9,15,219
Cliente9,16,203
Cliente9,0,203
Cliente9,0,220
Cliente9,32,202
Cliente9,16,202
Cliente9,16,203
Cliente9,0,241
Cliente9,16,219
Cliente10,16,218
Cliente9,0,214
Cliente10,1,213
Cliente10,1,235
Cliente10,0,298
Cliente10,15,203
Cliente10,15,203
Cliente10,16,218
Cliente10,16,204
Cliente10,0,312
Cliente10,0,219
Cliente10,16,218
Cliente10,16,204
Cliente10,0,203
Cliente10,0,251
Cliente10,15,219
Cliente10,0,300
Cliente10,0,237
Cliente10,47,219
Cliente10,0,265
Cliente10,15,297
Cliente10,16,252
Cliente10,15,206
Cliente10,16,202
Cliente10,0,219
Cliente10,0,219
Cliente10,15,218
Cliente10,16,220
Cliente11,15,203
Cliente11,16,218
Cliente11,0,281
Cliente11,0,201
Cliente11,16,279
Cliente12,0,280
Cliente11,0,279
Cliente15,0,312
Cliente18,33,219
Cliente16,15,219
Cliente15,1,297
Cliente17,16,234
Cliente18,0,205
Cliente18,16,236
Cliente18,32,297
Cliente18,16,249
Cliente18,0,218
Cliente18,0,219
Cliente18,15,234
Cliente18,0,210
Cliente18,15,289
Cliente18,16,203
Cliente18,0,219
Cliente18,16,218
Cliente18,0,281
Cliente18,16,203
Cliente18,16,188
Cliente18,15,204
Cliente18,16,210
Cliente18,0,251
Cliente18,16,203
Cliente18,16,203
Cliente18,16,203
Cliente18,15,219
Cliente18,16,274
Cliente18,0,281
Cliente18,16,296
Cliente18,16,203
Cliente18,0,222
Cliente18,0,221
Cliente18,15,209
Cliente18,16,204
Cliente18,0,219
Cliente19,16,204
Cliente19,1,218
Cliente19,1,250
Cliente19,0,204
Cliente19,0,218
Cliente19,16,203
Cliente19,16,218
Cliente19,0,218
Cliente19,0,219
Cliente19,0,317
Cliente19,16,218
Cliente19,0,265
Cliente19,16,218
Cliente19,15,219
Cliente19,16,200
Cliente20,1,230
Cliente23,0,251
Cliente23,0,235
Cliente20,15,206
Cliente23,0,252
Cliente23,143,265
Cliente20,16,218
Cliente24,15,203
Cliente20,0,218
Cliente25,0,218
Cliente25,0,231
Cliente25,1,292
Cliente27,16,234
Cliente25,0,297
Cliente25,16,281
Cliente27,16,202
Cliente27,16,202
Cliente27,0,266
Cliente27,0,202
Cliente27,0,280
Cliente27,0,292
Cliente27,16,283
Cliente27,31,218
Cliente27,16,202
Cliente27,16,298
Cliente27,32,202
Cliente27,1,309
Cliente27,0,246
Cliente27,16,281
Cliente27,15,312
Cliente27,0,203
Cliente27,0,266
Cliente27,16,202
Cliente27,0,234
Cliente27,0,265
Cliente27,31,203
Cliente27,15,281
Cliente27,1,302
Cliente28,16,218
Cliente27,0,203
Cliente28,0,234
Cliente28,0,285
Cliente28,0,268
Cliente28,0,187
Cliente29,16,218
Cliente29,16,218
Cliente29,0,234
Cliente32,0,283
Cliente30,1,234
Cliente30,15,203
Cliente30,0,219
Cliente31,12,235
Cliente33,0,215
Cliente33,15,219
Cliente33,16,204
Cliente33,16,203
Cliente33,1,265
Cliente33,16,203
Cliente33,16,218
Cliente34,0,219
Cliente34,15,203
Cliente34,0,218
Cliente34,0,212
Cliente34,0,219
Cliente34,0,224
Cliente34,0,219
Cliente34,0,220
Cliente34,16,218
Cliente34,15,203
Cliente34,1,265
Cliente34,15,204
Cliente34,16,204
Cliente34,15,203
Cliente34,0,202
Cliente34,15,234
Cliente34,0,280
Cliente34,16,219
Cliente34,31,204
Cliente34,0,203
Cliente34,0,203
Cliente34,32,203
Cliente34,0,199
Cliente34,0,266
Cliente34,16,218
Cliente34,0,265
Cliente34,0,202
Cliente34,0,219
Cliente35,0,221
Cliente36,0,195
Cliente36,1,234
Cliente37,0,203
Cliente37,0,219
Cliente36,0,200
Cliente36,1,223
Cliente37,0,219
Cliente37,16,203
Cliente37,0,219
Cliente37,0,219
Cliente37,0,220
Cliente38,0,250
Cliente38,15,203
Cliente38,16,202
Cliente38,0,186
Cliente38,0,211
Cliente38,16,265
Cliente38,16,203
Cliente38,16,203
Cliente38,15,219
Cliente38,0,212
