Cliente6,16,211
Cliente6,0,218
Cliente6,0,219
Cliente6,0,218
Cliente6,15,214
Cliente7,1,218
Cliente7,0,218
Cliente7,1,234
Cliente7,1,234
Cliente7,0,219
Cliente7,15,203
Cliente7,0,203
Cliente7,13,232
Cliente7,16,219
Cliente7,16,201
Cliente7,15,298
Cliente7,0,205
Cliente7,16,202
Cliente8,16,218
Cliente8,0,204
Cliente8,16,218
Cliente8,1,205
Cliente8,15,219
Cliente8,1,232
Cliente8,0,219
Cliente8,1,234
Cliente8,16,213
Cliente8,0,194
Cliente8,16,216
Cliente8,15,219
Cliente8,0,218
Cliente8,1,234
Cliente8,1,218
Cliente8,1,218
Cliente8,1,218
Cliente8,1,218
Cliente8,1,219
Cliente8,0,218
Cliente8,1,220
Cliente8,16,218
Cliente8,0,213
Cliente8,15,219
Cliente8,1,218
Cliente8,0,220
Cliente8,1,234
Cliente8,16,204
Cliente8,1,221
Cliente8,1,234
Cliente8,15,219
Cliente8,1,226
Cliente8,0,218
Cliente8,16,219
Cliente8,0,219
Cliente8,1,226
Cliente8,15,203
Cliente8,0,220
Cliente8,16,203
Cliente9,15,220
Cliente9,16,219
Cliente9,0,228
Cliente9,16,219
Cliente9,0,219
Cliente9,1,234
Cliente9,16,203
Cliente9,1,234
Cliente9,0,220
Cliente9,0,225
Cliente10,15,203
Cliente10,1,234
Cliente10,0,219
Cliente10,16,203
Cliente10,1,225
Cliente10,35,218
Cliente10,15,177
Cliente10,15,205
Cliente10,16,214
Cliente10,16,218
Cliente10,0,220
Cliente10,0,218
Cliente10,0,220
Cliente10,1,234
Cliente10,15,212
Cliente10,0,219
Cliente10,16,218
Cliente10,0,202
Cliente10,0,203
Cliente10,0,229
Cliente10,1,312
Cliente10,2,242
Cliente10,0,218
Cliente10,15,210
Cliente10,1,222
Cliente10,1,234
Cliente10,1,225
Cliente10,0,218
Cliente10,16,211
Cliente10,16,188
Cliente10,0,205
Cliente10,15,216
Cliente10,16,218
Cliente10,16,204
Cliente11,0,234
Cliente11,0,219
Cliente11,0,202
Cliente11,1,234
Cliente12,1,234
Cliente12,16,216
Cliente12,15,204
Cliente12,1,218
Cliente12,1,227
Cliente12,16,226
Cliente12,15,210
Cliente12,0,219
Cliente12,16,203
Cliente12,0,219
Cliente12,15,219
Cliente12,1,218
Cliente12,16,218
Cliente12,1,234
Cliente12,1,219
Cliente12,0,219
Cliente12,1,219
Cliente12,16,218
Cliente12,0,229
Cliente12,0,219
Cliente12,15,216
Cliente12,1,220
Cliente12,0,219
Cliente12,0,203
Cliente12,0,220
Cliente12,16,219
Cliente12,15,213
Cliente12,15,192
Cliente12,15,219
Cliente12,0,235
Cliente12,0,219
Cliente12,1,218
Cliente12,16,218
Cliente12,16,219
Cliente12,21,227
Cliente12,1,234
Cliente12,16,234
Cliente12,16,218
Cliente12,16,203
Cliente12,16,219
Cliente12,15,209
Cliente13,15,219
Cliente13,15,219
Cliente13,1,234
Cliente13,0,220
Cliente13,0,203
Cliente13,1,228
Cliente13,16,203
Cliente13,1,234
Cliente13,16,210
Cliente13,1,218
Cliente13,15,203
Cliente13,15,203
Cliente13,16,219
Cliente13,0,203
Cliente13,1,234
Cliente13,15,219
Cliente13,1,218
Cliente13,0,218
Cliente13,0,235
