Cliente,TiempoLLave,TiempoActualizacion
Cliente5,1,234
Cliente5,0,230
Cliente5,0,219
Cliente5,0,203
Cliente5,0,205
Cliente5,0,220
Cliente5,15,203
Cliente5,16,219
Cliente5,0,203
Cliente5,15,212
Cliente5,15,203
Cliente5,15,194
Cliente5,16,203
Cliente5,15,204
Cliente5,1,238
Cliente5,0,219
Cliente5,15,178
Cliente5,16,203
Cliente5,0,219
Cliente5,1,219
Cliente5,0,218
Cliente5,0,299
Cliente5,16,219
Cliente5,0,212
Cliente6,1,224
Cliente6,0,234
Cliente6,0,203
Cliente6,1,218
Cliente6,16,203
Cliente6,1,229
Cliente6,32,197
Cliente7,15,204
Cliente6,16,226
Cliente7,0,219
Cliente7,0,187
Cliente7,0,219
Cliente7,15,219
Cliente7,0,220
Cliente7,0,203
Cliente7,15,220
Cliente7,0,203
Cliente7,1,218
Cliente7,15,219
Cliente7,0,219
Cliente7,0,218
Cliente7,1,234
Cliente7,0,233
Cliente7,0,220
Cliente7,15,219
Cliente7,0,219
Cliente7,1,234
Cliente7,15,212
Cliente7,0,219
Cliente7,16,218
Cliente7,1,234
Cliente7,16,202
Cliente7,16,213
Cliente7,16,219
Cliente7,0,218
Cliente7,1,223
Cliente7,16,218
Cliente7,1,218
Cliente7,16,219
Cliente7,15,220
Cliente7,0,218
Cliente7,32,281
Cliente7,1,219
Cliente7,16,218
Cliente7,16,220
Cliente7,1,225
Cliente7,15,210
Cliente7,15,220
Cliente7,15,203
Cliente7,1,214
Cliente8,16,224
Cliente8,15,219
Cliente8,0,235
Cliente8,1,218
Cliente8,1,234
Cliente8,16,204
Cliente8,0,218
Cliente8,0,220
Cliente8,0,219
Cliente8,16,218
Cliente8,16,204
Cliente9,15,203
Cliente9,16,218
Cliente9,16,204
Cliente9,15,219
Cliente9,1,234
Cliente9,16,214
Cliente9,16,203
Cliente9,14,231
Cliente9,0,223
Cliente9,16,203
Cliente9,15,205
Cliente9,1,218
Cliente9,1,211
Cliente9,16,227
Cliente9,0,220
Cliente9,1,219
Cliente9,0,219
Cliente9,16,203
Cliente9,0,219
Cliente9,15,214
Cliente9,9,234
Cliente9,0,221
Cliente9,0,223
Cliente9,15,219
Cliente9,16,215
Cliente9,1,234
Cliente9,0,218
Cliente9,1,234
Cliente10,16,204
Cliente10,0,203
Cliente10,1,219
Cliente11,16,203
Cliente11,16,203
Cliente11,0,218
Cliente11,0,211
Cliente11,15,219
Cliente11,15,205
Cliente11,16,219
Cliente11,16,202
Cliente11,16,218
Cliente11,15,219
Cliente11,16,203
Cliente11,0,219
Cliente11,1,234
Cliente11,0,280
Cliente11,1,218
Cliente11,15,219
Cliente11,16,197
Cliente11,3,237
Cliente11,15,207
Cliente11,0,220
Cliente11,0,213
Cliente11,0,220
Cliente11,16,205
Cliente11,1,220
Cliente11,16,213
Cliente11,15,220
Cliente11,1,234
Cliente11,1,234
Cliente11,15,204
Cliente11,0,219
Cliente11,0,219
Cliente11,0,219
Cliente11,16,218
Cliente11,0,220
Cliente11,16,212
Cliente11,0,219
Cliente11,1,229
Cliente11,1,218
Cliente11,1,226
Cliente11,1,218
Cliente11,0,218
Cliente11,1,219
Cliente11,0,221
Cliente11,1,219
Cliente11,0,219
Cliente11,15,204
Cliente11,16,203
Cliente11,1,234
Cliente11,15,219
Cliente11,15,220
Cliente11,0,220
Cliente11,0,313
Cliente11,0,297
Cliente12,16,203
Cliente12,1,219
Cliente12,16,218
Cliente12,16,204
Cliente12,16,219
