Cliente,TiempoLLave,TiempoActualizacion
Cliente3,0,214
Cliente3,0,219
Cliente3,0,219
Cliente3,1,234
Cliente3,0,203
Cliente3,0,239
Cliente3,0,225
Cliente3,0,204
Cliente3,0,239
Cliente3,0,220
Cliente3,16,204
Cliente3,1,218
Cliente3,1,218
Cliente3,0,219
Cliente3,16,203
Cliente3,0,220
Cliente3,0,220
Cliente3,0,220
Cliente3,0,203
Cliente3,0,209
Cliente3,0,220
Cliente3,1,219
Cliente3,15,204
Cliente3,0,222
Cliente3,0,219
Cliente3,0,219
Cliente3,0,219
Cliente3,16,204
Cliente3,0,205
Cliente3,0,220
Cliente3,15,211
Cliente3,0,204
Cliente3,0,213
Cliente3,16,209
Cliente3,16,211
Cliente3,0,211
Cliente3,0,220
Cliente3,0,220
Cliente3,0,219
Cliente3,1,218
Cliente3,15,204
Cliente3,0,219
Cliente3,15,204
Cliente3,0,205
Cliente3,0,210
Cliente3,1,220
Cliente3,0,225
Cliente3,1,234
Cliente3,1,218
Cliente3,1,218
Cliente3,15,221
Cliente3,0,204
Cliente3,1,234
Cliente3,0,213
Cliente4,16,220
Cliente4,1,218
Cliente4,15,204
Cliente4,1,219
Cliente4,0,197
Cliente4,1,229
Cliente4,0,220
Cliente4,0,203
Cliente4,16,219
Cliente4,1,219
Cliente4,1,234
Cliente4,1,192
Cliente4,16,205
Cliente4,1,234
Cliente4,0,211
Cliente4,1,218
Cliente4,16,204
Cliente4,1,240
Cliente4,1,219
Cliente4,0,219
Cliente4,16,204
Cliente4,1,226
Cliente4,1,218
Cliente4,0,219
Cliente4,16,190
Cliente4,1,225
Cliente4,1,218
Cliente4,0,195
Cliente4,15,204
Cliente4,1,218
Cliente4,15,220
Cliente4,0,219
Cliente4,1,219
Cliente4,1,229
Cliente4,16,216
Cliente4,0,220
Cliente4,0,219
Cliente4,1,218
Cliente4,1,218
Cliente4,15,204
Cliente4,16,204
Cliente4,0,220
Cliente4,1,234
Cliente4,16,223
Cliente4,15,220
Cliente4,0,235
Cliente4,15,203
Cliente4,0,206
Cliente4,15,222
Cliente4,1,232
Cliente4,0,232
Cliente5,16,219
Cliente5,1,218
Cliente5,0,221
Cliente5,1,234
Cliente5,1,226
Cliente5,1,235
Cliente5,0,217
Cliente5,1,220
Cliente5,16,215
Cliente5,1,218
Cliente5,0,220
Cliente5,0,213
Cliente5,0,214
Cliente5,0,204
Cliente5,1,234
Cliente5,1,212
Cliente5,0,177
Cliente5,1,234
Cliente5,0,219
Cliente5,16,220
Cliente5,1,234
Cliente5,0,215
Cliente5,1,234
Cliente5,0,220
Cliente5,1,234
Cliente5,0,223
Cliente5,0,219
Cliente5,1,218
Cliente5,16,206
Cliente5,0,219
Cliente5,1,234
Cliente5,15,203
Cliente5,15,213
Cliente5,0,220
Cliente5,32,210
Cliente5,0,219
Cliente5,15,227
Cliente5,0,219
Cliente5,16,219
Cliente5,16,204
Cliente5,0,228
Cliente6,0,215
Cliente6,0,219
Cliente6,0,228
Cliente6,15,204
Cliente6,1,234
Cliente6,12,238
Cliente6,0,222
Cliente6,0,218
Cliente6,1,213
Cliente6,0,224
Cliente6,0,219
Cliente6,1,234
Cliente6,0,218
Cliente6,15,220
Cliente6,0,220
Cliente6,0,220
